alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,note,page_or_fig,process_step,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,dislocation segments pinned,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,dislocation segments pinned,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,dislocation segments pinned,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,dislocation segments pinned,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,dislocation segments pinned,,,,,
,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,dislocation segments pinned,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,0.9,elastoplastic_model,"Under certain experimental conditions, zirconium hydride precipitates along the dislocations so as to pin the dislocation segments firmly",observation,,ABSTRACT,,hydride precipitation,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,internal friction measurement,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,density,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,specific_heat,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_conductivity,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,thermal_expansion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_creep,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,irradiation_swelling,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,corrosion,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
Zr-H alloy,{},,"{'temp_C': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",fca52774e62a,,hardening,not_mentioned_in_text,not_available,auto_filled_domain_placeholder,ABSTRACT,,,,STP551-EB-Zirconium in the Nuclear Industry_2nd Volume_008_chunk5,hydride precipitation along dislocations,,,,,
